longitude,latitude,housing_age,total_rooms,households,median_income,house_value,ocean_proximity
-122.25,37.8,42,4120,1015,2.9345,225000,NEAR BAY
-122.25,37.8,43,2364,722,2.1429,250000,NEAR BAY
-122.25,37.8,41,1471,413,1.6121,171400,NEAR BAY
-122.25,37.8,29,2468,773,1.3929,193800,NEAR BAY
-122.24,37.79,27,1632,429,2.3173,125000,NEAR BAY
-122.25,37.79,45,1786,460,1.7772,97500,NEAR BAY
-122.25,37.79,50,629,196,2.6458,125000,NEAR BAY
-122.25,37.79,52,1339,363,2.181,138800,NEAR BAY
-122.25,37.8,36,1678,543,2.2303,116700,NEAR BAY
-122.25,37.8,43,2344,644,1.6504,151800,NEAR BAY
-122.24,37.8,52,996,228,2.2697,127000,NEAR BAY
-122.24,37.8,52,1591,347,2.1563,128600,NEAR BAY
-122.24,37.8,52,1586,335,2.1348,140600,NEAR BAY
-122.24,37.8,47,2046,554,2.6292,182700,NEAR BAY
-122.23,37.8,52,1192,257,2.3833,146900,NEAR BAY
-122.24,37.8,52,1803,401,2.957,122800,NEAR BAY
-122.24,37.8,49,2838,677,2.5238,169300,NEAR BAY
-122.23,37.8,52,783,186,1.9375,126600,NEAR BAY
-122.23,37.8,51,1590,392,1.9028,127900,NEAR BAY
-122.23,37.8,50,1746,415,2.25,123500,NEAR BAY
-122.23,37.8,52,1252,280,2.3929,111900,NEAR BAY
-122.23,37.79,43,5963,1231,2.1917,112800,NEAR BAY
-122.23,37.79,52,1783,412,2.9357,107900,NEAR BAY
-122.23,37.79,30,999,263,1.8854,137500,NEAR BAY
-122.24,37.79,39,1469,389,2.1638,105500,NEAR BAY
-122.24,37.79,47,1372,303,2.125,95500,NEAR BAY
-122.24,37.79,52,674,168,3.375,116100,NEAR BAY
-122.24,37.79,43,1626,357,2.2542,112200,NEAR BAY
-122.25,37.79,51,175,55,2.1,75000,NEAR BAY
-122.25,37.79,39,461,123,1.6,112500,NEAR BAY
-122.25,37.79,52,902,227,3.625,125000,NEAR BAY
-122.26,37.8,20,2373,676,1.6929,115000,NEAR BAY
-122.22,37.77,52,391,138,1.6471,95000,NEAR BAY
-122.22,37.77,52,1137,259,2.59,96400,NEAR BAY
-122.23,37.77,52,769,183,2.57,72000,NEAR BAY
-122.23,37.78,52,472,126,2.6429,71300,NEAR BAY
-122.23,37.78,52,862,213,3.0257,80800,NEAR BAY
-122.22,37.78,50,1920,477,1.4886,128800,NEAR BAY
-122.23,37.78,43,1420,438,1.9338,112500,NEAR BAY
-122.23,37.78,52,986,255,1.4844,119400,NEAR BAY
-122.23,37.78,44,2340,751,1.6009,118100,NEAR BAY
-122.23,37.79,48,1696,343,2.0375,122500,NEAR BAY
-122.23,37.79,49,1175,219,2.293,106300,NEAR BAY
-122.22,37.79,37,2343,523,2.1494,132500,NEAR BAY
-122.23,37.79,30,610,140,1.6198,122700,NEAR BAY
-122.23,37.79,40,930,184,1.3281,113300,NEAR BAY
-122.22,37.79,44,1487,272,3.5156,109500,NEAR BAY
-122.22,37.79,52,3424,685,3.9048,164700,NEAR BAY
-122.21,37.79,52,762,195,3.0893,125000,NEAR BAY
-122.22,37.79,46,2366,527,2.6042,124700,NEAR BAY
-122.22,37.79,49,1826,424,2.5,136700,NEAR BAY
-122.22,37.79,38,3049,659,2.7969,141700,NEAR BAY
-122.2,37.79,29,1640,340,2.8321,150000,NEAR BAY
-122.21,37.79,47,1543,292,2.9583,138800,NEAR BAY
-122.21,37.79,34,2364,516,2.8365,139200,NEAR BAY
-122.21,37.79,35,1745,386,2.875,143800,NEAR BAY
-122.21,37.8,39,2003,464,3.0682,156500,NEAR BAY
-122.21,37.8,39,2018,446,3.0757,151000,NEAR BAY
-122.2,37.8,43,3045,455,4.9559,273000,NEAR BAY
-122.2,37.8,52,1547,268,4.7721,217100,NEAR BAY
-122.21,37.8,52,3519,706,3.4861,187100,NEAR BAY
-122.2,37.8,41,2070,340,5.1184,239600,NEAR BAY
-122.21,37.8,48,1321,252,4.0977,229700,NEAR BAY
-122.19,37.8,48,1694,238,4.744,257300,NEAR BAY
-122.19,37.8,46,1938,332,4.2727,246900,NEAR BAY
-122.19,37.79,50,968,184,2.9844,179900,NEAR BAY
-122.2,37.79,40,1060,235,4.1739,169600,NEAR BAY
-122.2,37.8,46,2041,399,3.8487,203300,NEAR BAY
-122.19,37.8,52,1813,277,4.0114,263400,NEAR BAY
-122.19,37.79,45,2718,454,4.6563,231800,NEAR BAY
-122.19,37.79,28,3144,669,2.9297,140500,NEAR BAY
-122.2,37.79,35,1802,390,2.3036,126000,NEAR BAY
-122.2,37.79,49,882,210,2.6667,122000,NEAR BAY
-122.2,37.79,44,1621,491,2.619,134700,NEAR BAY
-122.21,37.79,45,2115,474,2.4167,139400,NEAR BAY
-122.2,37.79,45,2021,480,2.7788,115400,NEAR BAY
-122.21,37.78,46,2239,569,2.7352,137300,NEAR BAY
-122.21,37.78,52,1477,269,1.8472,137000,NEAR BAY
-122.21,37.78,52,1056,245,2.6583,142600,NEAR BAY
-122.21,37.78,49,898,245,3.0536,137500,NEAR BAY
-122.22,37.78,44,2968,610,2.3906,111700,NEAR BAY
-122.21,37.78,43,1702,407,1.7188,126800,NEAR BAY
-122.21,37.78,47,881,241,2.625,111300,NEAR BAY
-122.22,37.77,40,494,135,2.8015,114800,NEAR BAY
-122.22,37.78,50,1776,440,1.7276,102300,NEAR BAY
-122.22,37.78,44,1678,495,2.0801,131900,NEAR BAY
-122.22,37.78,51,1637,393,2.489,119100,NEAR BAY
-122.21,37.76,52,1420,300,1.7546,80600,NEAR BAY
-122.21,37.77,52,591,137,4.0904,80600,NEAR BAY
-122.21,37.77,52,745,149,2.6765,88800,NEAR BAY
-122.2,37.77,49,2272,483,2.4338,102400,NEAR BAY
-122.21,37.77,46,1234,354,2.3309,98700,NEAR BAY
-122.21,37.77,43,1017,277,2.2604,100000,NEAR BAY
-122.19,37.77,42,932,263,1.8039,92300,NEAR BAY
-122.2,37.77,39,2689,537,2.2562,94800,NEAR BAY
-122.2,37.77,41,1547,341,2.0562,102000,NEAR BAY
-122.2,37.78,52,2300,423,3.5398,158400,NEAR BAY
-122.2,37.78,39,1752,376,3.1167,121600,NEAR BAY
-122.2,37.78,50,1867,378,2.5401,129100,NEAR BAY
-122.2,37.77,43,2430,484,2.898,121400,NEAR BAY
-122.21,37.78,44,1729,393,2.3125,102800,NEAR BAY
-122.19,37.78,52,1026,168,2.875,160000,NEAR BAY
-122.19,37.77,52,2170,425,3.3715,143900,NEAR BAY
-122.19,37.77,52,2329,417,3.5114,151200,NEAR BAY
-122.19,37.78,52,2492,375,4.3125,164400,NEAR BAY
-122.19,37.78,52,2198,369,3.22,156500,NEAR BAY
-122.18,37.78,33,142,47,3.875,225000,NEAR BAY
-122.19,37.78,49,1183,209,5.2328,174200,NEAR BAY
-122.19,37.78,52,1070,190,3.7262,166900,NEAR BAY
-122.2,37.78,45,1766,327,4.5893,163500,NEAR BAY
-122.18,37.79,39,617,106,5.2578,253000,NEAR BAY
-122.18,37.79,41,1411,214,7.0875,240700,NEAR BAY
-122.18,37.79,46,2109,329,3.9712,208100,NEAR BAY
-122.19,37.79,47,1229,256,2.9514,198100,NEAR BAY
-122.19,37.79,50,954,201,2.6667,172800,NEAR BAY
-122.18,37.81,37,1643,266,5.4446,336700,NEAR BAY
-122.18,37.8,34,1355,195,6.2838,318200,NEAR BAY
-122.18,37.8,23,2317,328,6.7527,285800,NEAR BAY
-122.13,37.77,24,2459,324,7.0712,293000,NEAR BAY
-122.16,37.79,22,12842,1967,5.9849,371000,NEAR BAY
-122.17,37.78,42,1524,267,3.6875,157300,NEAR BAY
-122.17,37.77,30,3326,703,2.875,135300,NEAR BAY
-122.18,37.78,43,1985,407,3.4205,136700,NEAR BAY
-122.18,37.78,50,1642,284,3.2984,160700,NEAR BAY
-122.17,37.78,49,893,181,3.875,140600,NEAR BAY
-122.17,37.78,52,653,121,4.175,144000,NEAR BAY
-122.16,37.77,47,1256,218,4.375,161900,NEAR BAY
-122.16,37.77,48,977,180,4.7708,156300,NEAR BAY
-122.16,37.77,45,2324,384,3.5739,176000,NEAR BAY
-122.16,37.77,39,1583,316,3.0958,145800,NEAR BAY
-122.17,37.77,39,1612,322,3.3958,141900,NEAR BAY
-122.17,37.77,31,2424,452,1.871,90700,NEAR BAY
-122.17,37.76,41,1594,355,1.9356,90600,NEAR BAY
-122.17,37.76,47,2118,382,2.1842,107900,NEAR BAY
-122.18,37.76,37,1575,320,2.2917,107000,NEAR BAY
-122.17,37.76,38,1764,354,2.4333,98200,NEAR BAY
-122.18,37.76,50,1187,246,1.9479,89500,NEAR BAY
-122.18,37.76,52,754,165,3.9063,93800,NEAR BAY
-122.18,37.76,49,2308,451,1.8407,96700,NEAR BAY
-122.18,37.77,27,909,157,2.0786,97500,NEAR BAY
-122.18,37.77,42,1180,268,2.8125,97300,NEAR BAY
-122.18,37.76,43,2018,367,1.8913,91200,NEAR BAY
-122.19,37.76,49,1368,269,1.7056,91400,NEAR BAY
-122.18,37.77,52,2744,554,2.2768,96200,NEAR BAY
-122.18,37.77,51,2107,438,3.2552,120100,NEAR BAY
-122.18,37.77,52,1748,366,2.0556,100000,NEAR BAY
-122.19,37.76,52,2024,350,2.4659,94700,NEAR BAY
-122.2,37.76,47,1116,279,1.75,85700,NEAR BAY
-122.19,37.77,41,2036,454,2.0469,89300,NEAR BAY
-122.19,37.77,45,1852,349,2.7159,101400,NEAR BAY
-122.19,37.76,41,921,159,1.2083,72500,NEAR BAY
-122.19,37.76,45,995,237,1.925,74100,NEAR BAY
-122.2,37.75,36,606,133,1.5809,70000,NEAR BAY
-122.2,37.76,37,2680,667,1.4097,84600,NEAR BAY
-122.19,37.76,38,1493,351,0.7683,81800,NEAR BAY
-122.19,37.75,19,2207,520,1.3194,81400,NEAR BAY
-122.19,37.75,28,856,162,0.8012,81800,NEAR BAY
-122.19,37.76,26,1293,303,1.9479,85800,NEAR BAY
-122.19,37.74,36,847,159,1.1765,87100,NEAR BAY
-122.18,37.74,42,541,123,2.3456,83500,NEAR BAY
-122.19,37.73,44,1066,244,2.1538,79700,NEAR BAY
-122.19,37.74,43,707,155,2.5139,83400,NEAR BAY
-122.19,37.73,45,1528,287,1.2625,84700,NEAR BAY
-122.18,37.73,42,909,198,2.9063,80000,NEAR BAY
-122.18,37.73,43,1391,285,2.5192,76400,NEAR BAY
-122.18,37.73,44,548,136,2.1111,79700,NEAR BAY
-122.18,37.73,42,4074,780,2.455,82400,NEAR BAY
-122.17,37.74,41,1613,414,2.4028,97700,NEAR BAY
-122.17,37.74,47,463,137,2.15,97200,NEAR BAY
-122.17,37.74,43,818,179,2.4776,101600,NEAR BAY
-122.17,37.73,43,1473,341,2.1587,86500,NEAR BAY
-122.18,37.74,35,504,109,1.8438,90500,NEAR BAY
-122.17,37.74,46,1026,225,3.0298,107600,NEAR BAY
-122.17,37.74,46,769,178,2.25,84200,NEAR BAY
-122.18,37.74,46,2103,354,2.2467,88900,NEAR BAY
-122.18,37.75,45,330,80,4.0469,80700,NEAR BAY
-122.18,37.75,46,941,195,1.325,87100,NEAR BAY
-122.17,37.75,38,992,259,1.6196,85100,NEAR BAY
-122.18,37.75,45,990,260,2.1731,82000,NEAR BAY
-122.19,37.75,36,1126,150,1.9167,82800,NEAR BAY
-122.18,37.75,43,1036,213,2.069,84600,NEAR BAY
-122.18,37.75,36,1047,166,1.712,82100,NEAR BAY
-122.17,37.76,33,1280,286,2.5625,89300,NEAR BAY
-122.17,37.75,43,1587,306,1.9821,98300,NEAR BAY
-122.17,37.75,41,1257,230,2.5043,92300,NEAR BAY
-122.17,37.75,44,1218,254,2.3281,88800,NEAR BAY
-122.17,37.75,48,1751,349,1.4375,90000,NEAR BAY
-122.16,37.76,45,2299,484,2.5122,95500,NEAR BAY
-122.16,37.75,38,2457,482,1.5625,91700,NEAR BAY
-122.17,37.75,47,998,185,3.1587,100400,NEAR BAY
-122.17,37.76,40,1685,342,1.8426,94800,NEAR BAY
-122.16,37.76,46,1827,302,4.6696,164300,NEAR BAY
-122.16,37.76,36,2781,519,2.4598,155500,NEAR BAY
-122.15,37.76,39,1823,270,6.0749,196900,NEAR BAY
-122.14,37.77,27,2229,355,4.8304,279100,NEAR BAY
-122.14,37.76,34,1513,211,5.5701,252800,NEAR BAY
-122.13,37.76,26,3266,533,5.37,275400,NEAR BAY
-122.12,37.75,33,1809,219,6.86,250000,NEAR BAY
-122.12,37.75,28,794,109,7.6923,329800,NEAR BAY
-122.14,37.75,36,690,109,4.0313,195500,NEAR BAY
-122.14,37.75,33,1334,202,6.8323,255900,NEAR BAY
-122.13,37.75,30,414,50,4.975,311100,NEAR BAY
-122.13,37.75,36,768,93,5.3602,330000,NEAR BAY
-122.13,37.74,41,4400,648,5,248900,NEAR BAY
-122.16,37.75,46,954,154,2.925,142900,NEAR BAY
-122.15,37.75,40,1445,255,3.8913,126300,NEAR BAY
-122.15,37.75,44,1938,331,3.225,135800,NEAR BAY
-122.15,37.74,41,856,191,3.1458,130600,NEAR BAY
-122.16,37.75,24,1790,386,2.537,107900,NEAR BAY
-122.16,37.75,44,617,135,2.5568,111100,NEAR BAY
-122.15,37.74,43,1383,272,3.5083,122000,NEAR BAY
-122.15,37.74,49,1325,282,3.3125,118000,NEAR BAY
-122.16,37.75,40,1227,261,1.8235,95200,NEAR BAY
-122.16,37.75,35,667,133,3.8047,94300,NEAR BAY
-122.17,37.74,34,1223,280,2.2917,92500,NEAR BAY
-122.17,37.75,37,1379,259,2.4962,91800,NEAR BAY
-122.16,37.74,43,1534,295,4.0417,109400,NEAR BAY
-122.16,37.74,46,1029,211,3.4844,129500,NEAR BAY
-122.16,37.74,52,771,144,4.1458,143400,NEAR BAY
-122.16,37.74,47,824,166,2.625,98200,NEAR BAY
-122.16,37.74,44,1097,215,2.0227,103100,NEAR BAY
-122.29,37.9,49,1283,236,3.3333,276800,NEAR BAY
-122.29,37.9,52,1604,286,5.338,270900,NEAR BAY
-122.29,37.89,52,2248,377,3.4732,246200,NEAR BAY
-122.3,37.9,38,2263,509,3.5125,224200,NEAR BAY
-122.29,37.89,52,1571,326,3.1375,229100,NEAR BAY
-122.3,37.89,46,1520,375,2.8036,211600,NEAR BAY
-122.3,37.9,15,5083,1146,4.5824,256100,NEAR BAY
-122.3,37.89,36,1077,276,3.0208,206300,NEAR BAY
-122.3,37.89,52,1248,275,4.0875,221300,NEAR BAY
-122.33,37.89,42,1342,266,4.5268,207400,NEAR BAY
-122.34,37.88,37,3061,924,1.7375,350000,NEAR BAY
-122.29,37.89,52,3171,696,3.1795,218200,NEAR BAY
-122.29,37.88,50,1211,227,3.8672,216700,NEAR BAY
-122.29,37.89,52,979,153,5.1675,270600,NEAR BAY
-122.29,37.89,52,2269,371,5.1696,261400,NEAR BAY
-122.28,37.88,52,1844,334,4.2614,261300,NEAR BAY
-122.29,37.89,52,2178,423,5.0551,232200,NEAR BAY
-122.27,37.9,42,1650,256,5.6228,375400,NEAR BAY
-122.26,37.9,52,1927,288,7.8864,357300,NEAR BAY
-122.27,37.9,52,2079,275,7.9556,374400,NEAR BAY
-122.27,37.9,52,1803,236,6.174,358800,NEAR BAY
-122.27,37.9,52,2041,253,6.9414,417500,NEAR BAY
-122.27,37.89,52,3046,365,8.8342,430500,NEAR BAY
-122.28,37.9,52,2318,312,7.1754,362900,NEAR BAY
-122.28,37.9,52,2003,244,10.0825,397000,NEAR BAY
-122.28,37.9,52,2261,335,4.9083,346800,NEAR BAY
-122.28,37.89,52,1225,168,5.7912,327100,NEAR BAY
-122.28,37.89,52,2315,369,4.5893,290100,NEAR BAY
-122.28,37.89,52,2070,306,5.4171,292000,NEAR BAY
-122.28,37.89,52,2616,487,4.125,270900,NEAR BAY
-122.27,37.89,52,2640,355,7.266,371100,NEAR BAY
-122.27,37.89,52,1978,272,5.3989,335600,NEAR BAY
-122.26,37.9,37,2220,362,7.8336,371300,NEAR BAY
-122.25,37.89,41,1125,181,6.1593,344000,NEAR BAY
-122.26,37.89,52,3078,462,6.381,342200,NEAR BAY
-122.26,37.89,52,3706,504,6.6828,370900,NEAR BAY
-122.25,37.89,37,3000,450,7.5385,350000,NEAR BAY
-122.25,37.89,42,2863,448,6.7138,368600,NEAR BAY
-122.26,37.88,52,2551,404,6.2425,391800,NEAR BAY
-122.26,37.88,52,2255,377,5.7979,415300,NEAR BAY
-122.27,37.88,52,3360,621,4.2813,284900,NEAR BAY
-122.27,37.88,52,1693,367,3.5417,287500,NEAR BAY
-122.27,37.88,44,2252,550,3.0132,272900,NEAR BAY
-122.28,37.88,52,2495,464,4.1429,259600,NEAR BAY
-122.28,37.88,52,1193,207,4.1912,254500,NEAR BAY
-122.28,37.88,52,1172,218,3.9167,235600,NEAR BAY
-122.29,37.88,52,2159,388,3.8897,218400,NEAR BAY
-122.29,37.88,48,2365,475,3.1065,229200,NEAR BAY
-122.29,37.88,46,1895,425,2.9926,192100,NEAR BAY
-122.29,37.88,52,1650,380,3.556,179300,NEAR BAY
-122.3,37.88,45,453,137,1.475,187500,NEAR BAY
-122.3,37.88,52,409,98,1.6971,138800,NEAR BAY
-122.3,37.87,10,503,100,2.1705,150000,NEAR BAY
-122.3,37.86,50,499,128,2.75,140600,NEAR BAY
-122.29,37.85,52,477,106,2.5682,120000,NEAR BAY
-122.3,37.88,46,1647,355,2.9,144800,NEAR BAY
-122.3,37.87,52,3123,684,2.2208,144800,NEAR BAY
-122.28,37.88,52,957,172,3.2344,245500,NEAR BAY
-122.28,37.87,52,589,131,3.5156,200000,NEAR BAY
-122.28,37.87,49,2026,521,1.9805,173700,NEAR BAY
-122.29,37.87,50,1829,516,2.6684,185600,NEAR BAY
-122.29,37.87,52,895,204,3.875,182600,NEAR BAY
-122.28,37.88,52,1909,406,3.006,227900,NEAR BAY
-122.28,37.87,46,3022,675,2.543,220700,NEAR BAY
-122.28,37.87,46,1777,431,2.8676,212000,NEAR BAY
-122.27,37.88,52,2803,876,2.1907,271400,NEAR BAY
-122.27,37.87,30,1465,425,1.7778,268800,NEAR BAY
-122.27,37.88,37,2619,616,2.52,277800,NEAR BAY
-122.26,37.88,52,1149,249,4.2788,332500,NEAR BAY
-122.26,37.88,52,2363,573,2.944,338900,NEAR BAY
-122.26,37.88,52,2604,769,1.725,287500,NEAR BAY
-122.25,37.87,41,685,123,5.2289,384600,NEAR BAY
-122.25,37.87,42,1756,422,2.5562,371400,NEAR BAY
-122.25,37.87,52,1204,477,0.949,350000,NEAR BAY
-122.26,37.87,52,1087,350,1.4012,175000,NEAR BAY
-122.26,37.87,52,2773,949,1.1859,241700,NEAR BAY
-122.27,37.87,35,3218,1000,1.7464,216700,NEAR BAY
-122.27,37.87,49,1350,350,2.8846,211300,NEAR BAY
-122.27,37.87,52,3084,694,2.7372,210200,NEAR BAY
-122.28,37.86,52,938,189,3.8594,196400,NEAR BAY
-122.28,37.87,52,1813,339,3.5625,191700,NEAR BAY
-122.28,37.87,52,1233,292,2.2788,182300,NEAR BAY
-122.29,37.87,44,2539,713,2.537,175000,NEAR BAY
-122.29,37.87,46,1267,321,2.525,165900,NEAR BAY
-122.29,37.86,52,1665,372,1.9946,156900,NEAR BAY
-122.28,37.86,52,1659,346,2.8214,164300,NEAR BAY
-122.29,37.87,52,2225,430,2.6165,150000,NEAR BAY
-122.29,37.86,50,2485,563,1.9483,150500,NEAR BAY
-122.28,37.86,52,2031,445,1.9327,169900,NEAR BAY
-122.28,37.86,49,2932,608,1.9798,147400,NEAR BAY
-122.28,37.85,52,2246,449,2.4167,152700,NEAR BAY
-122.27,37.86,49,2052,414,2.5417,182700,NEAR BAY
-122.28,37.86,52,1999,358,3.3906,179300,NEAR BAY
-122.28,37.86,52,3007,636,2.5652,157700,NEAR BAY
-122.28,37.86,41,2214,568,2.2845,153100,NEAR BAY
-122.27,37.86,52,1088,267,2.6071,250000,NEAR BAY
-122.27,37.86,52,834,175,3.15,206300,NEAR BAY
-122.27,37.86,52,1769,365,2.6914,218800,NEAR BAY
-122.27,37.86,52,2307,548,1.8447,198200,NEAR BAY
-122.26,37.86,35,5161,1742,1.6307,253600,NEAR BAY
-122.26,37.86,52,3497,794,2.9044,257400,NEAR BAY
-122.26,37.86,52,3774,679,2.9405,289500,NEAR BAY
-122.26,37.86,52,2888,538,3.3893,241700,NEAR BAY
-122.25,37.86,48,2153,459,3.0417,489600,NEAR BAY
-122.25,37.86,52,1389,202,7.0897,446200,NEAR BAY
-122.25,37.86,52,1709,295,5.0463,456300,NEAR BAY
-122.25,37.86,52,1587,449,1.7652,336800,NEAR BAY
-122.25,37.86,52,4048,590,5.3794,376900,NEAR BAY
-122.26,37.85,52,3618,755,3.2619,309600,NEAR BAY
-122.27,37.85,52,4076,815,2.7054,182300,NEAR BAY
-122.27,37.85,47,2077,326,2.2431,172700,NEAR BAY
-122.27,37.85,50,1279,255,1.9028,150800,NEAR BAY
-122.27,37.85,52,1974,363,1.5817,153600,NEAR BAY
-122.27,37.85,52,335,77,2.2841,106300,NEAR BAY
-122.27,37.85,47,1375,319,1.3785,142300,NEAR BAY
-122.28,37.85,52,610,132,2.9018,119400,NEAR BAY
-122.28,37.85,44,1025,204,1.73,147900,NEAR BAY
-122.28,37.85,48,2063,466,2.2625,132900,NEAR BAY
-122.29,37.84,35,1872,414,2.2106,132500,NEAR BAY
-122.28,37.83,52,3108,765,2.6997,126900,NEAR BAY
-122.3,37.84,14,7355,2051,4.0018,143800,NEAR BAY
-122.23,37.82,52,3051,369,8.1872,466100,NEAR BAY
-122.24,37.83,52,1757,227,5.8948,457800,NEAR BAY
-122.24,37.83,52,2449,316,8.1194,471600,NEAR BAY
-122.24,37.82,52,3665,520,6.155,398600,NEAR BAY
-122.25,37.82,52,2474,398,5.883,340700,NEAR BAY
-122.23,37.76,52,3037,518,5.2128,289900,NEAR BAY
-122.23,37.76,52,2269,321,4.7188,335300,NEAR BAY
-122.23,37.76,52,1316,162,5.2915,333000,NEAR BAY
-122.24,37.77,52,1153,223,2.6411,241000,NEAR BAY
-122.23,37.77,52,772,160,3.3214,189600,NEAR BAY
-122.24,37.77,52,1711,373,3.6417,206300,NEAR BAY
-122.25,37.77,52,2650,567,3.0161,215700,NEAR BAY
-122.25,37.77,52,1038,215,3.1771,210200,NEAR BAY
-122.25,37.77,52,1527,264,3.4531,208800,NEAR BAY
-122.25,37.77,52,859,158,4.3098,197900,NEAR BAY
-122.26,37.78,52,970,208,3.3438,201300,NEAR BAY
-122.26,37.78,52,1045,216,2.9213,190800,NEAR BAY
-122.27,37.78,52,1408,265,2.6806,207900,NEAR BAY
-122.27,37.78,52,1222,265,3.7708,215300,NEAR BAY
-122.27,37.78,45,1169,286,3.9444,212900,NEAR BAY
-122.27,37.78,13,2020,486,5.2601,292700,NEAR BAY
-122.28,37.79,30,4145,855,2.5444,275000,NEAR BAY
-122.3,37.77,42,2038,355,2.6447,200000,NEAR BAY
-122.28,37.78,29,5154,1273,2.5762,173400,NEAR BAY
-122.29,37.78,42,1241,300,1.9427,102200,NEAR BAY
-122.28,37.77,52,1468,347,2.9688,220800,NEAR BAY
-122.28,37.77,27,3997,966,3.75,242800,NEAR BAY
-122.29,37.76,18,2873,663,5.1702,265400,NEAR BAY
-122.28,37.78,50,1487,327,2.5139,219000,NEAR BAY
-122.26,37.77,52,1670,299,2.9732,282100,NEAR BAY
-122.27,37.77,52,2252,434,5.5337,372000,NEAR BAY
-122.27,37.77,52,1731,363,4.1667,225800,NEAR BAY
-122.27,37.77,52,1710,457,2.7115,220800,NEAR BAY
-122.27,37.77,52,2388,518,3.3269,234500,NEAR BAY
-122.25,37.77,52,2156,445,3.2685,254200,NEAR BAY
-122.26,37.77,52,1565,297,4.7778,351800,NEAR BAY
-122.26,37.77,52,1704,340,4.226,275000,NEAR BAY
-122.26,37.77,52,1210,172,3.3571,405400,NEAR BAY
-122.26,37.77,52,2097,413,2.9899,228100,NEAR BAY
-122.26,37.77,52,1848,477,2.875,234000,NEAR BAY
-122.24,37.77,43,955,266,2.3882,162500,NEAR BAY
-122.25,37.77,43,4329,1053,2.975,243400,NEAR BAY
-122.23,37.76,52,3011,535,5.1039,273800,NEAR BAY
-122.23,37.76,52,1049,176,4.1458,248500,NEAR BAY
-122.24,37.76,52,2504,472,3.4762,244000,NEAR BAY
-122.24,37.76,52,1846,446,2.6833,240900,NEAR BAY
-122.23,37.76,52,1705,253,5.75,306300,NEAR BAY
-122.23,37.75,50,1542,268,3.9632,240000,NEAR BAY
-122.24,37.75,45,891,146,4.9489,247100,NEAR BAY
-122.24,37.75,27,4051,797,4.8711,286600,NEAR BAY
-122.24,37.76,52,2646,522,3.0718,266700,NEAR BAY
-122.24,37.76,49,2428,492,3.6719,229800,NEAR BAY
-122.24,37.76,52,2567,415,4.6094,229300,NEAR BAY
-122.24,37.73,21,7031,1235,4.5213,228400,NEAR BAY
-122.25,37.74,25,1914,390,4.4562,206200,NEAR BAY
-122.24,37.72,5,18634,2718,7.611,350700,NEAR BAY
-122.27,37.73,31,5785,1312,3.2689,231000,NEAR BAY
-122.25,37.76,52,2876,632,3.567,252900,NEAR BAY
-122.27,37.74,28,6909,1484,3.6875,353900,NEAR BAY
-122.27,37.77,23,5679,1151,4.7695,291700,NEAR BAY
-122.28,37.75,20,1156,326,3.1972,100000,NEAR BAY
-122.06,37.77,12,14316,2007,7.2634,341600,NEAR BAY
-122.06,37.73,5,3596,512,7.0568,412500,NEAR BAY
-122.06,37.71,36,3541,529,4.635,248600,NEAR BAY
-122.07,37.71,40,1808,270,5.3015,254900,NEAR BAY
-122.07,37.71,36,2879,455,4.9801,241500,NEAR BAY
-122.07,37.72,26,3204,484,5.4834,295200,NEAR BAY
-122.08,37.72,31,3866,521,6.187,340400,NEAR BAY
-122.08,37.72,32,2476,367,5.6194,274700,NEAR BAY
-122.08,37.71,35,2211,365,5.4639,238600,NEAR BAY
-122.09,37.71,35,2663,367,5.1498,266400,NEAR BAY
-122.1,37.72,30,2599,350,5.8382,330200,NEAR BAY
-122.11,37.71,36,4569,819,4.65,206800,NEAR BAY
-122.1,37.7,25,2973,595,4.3819,209200,NEAR BAY
-122.1,37.69,30,3115,568,3.7222,195800,NEAR BAY
-122.09,37.71,31,1843,269,5.2855,253500,NEAR BAY
-122.09,37.7,31,2053,329,4.3375,241800,NEAR BAY
-122.1,37.71,27,6740,1035,5.2131,252500,NEAR BAY
-122.09,37.7,30,1751,263,6.005,263900,NEAR BAY
-122.08,37.71,38,1663,301,5.0519,227000,NEAR BAY
-122.08,37.71,38,3716,652,4.8237,220900,NEAR BAY
-122.08,37.7,32,2718,410,5.2497,259300,NEAR BAY
-122.07,37.7,39,1420,277,4.125,232500,NEAR BAY
-122.06,37.7,37,1893,315,4.6005,231600,NEAR BAY
-122.06,37.7,33,3906,770,3.5187,209400,NEAR BAY
-122.07,37.7,32,3400,694,3,223200,NEAR BAY
-122.08,37.7,25,3402,710,3.4934,209900,NEAR BAY
-122.09,37.7,33,4413,1051,2.9861,208200,NEAR BAY
-122.07,37.69,29,2304,552,2.5362,203800,NEAR BAY
-122.08,37.69,36,2350,467,3.3021,195700,NEAR BAY
-122.07,37.69,31,5914,1295,3.0964,190500,NEAR BAY
-122.08,37.69,43,1575,284,2.8512,181000,NEAR BAY
-122.08,37.69,42,1414,244,3.3478,184900,NEAR BAY
-122.08,37.68,37,848,205,2.3958,190800,NEAR BAY
-122.08,37.68,15,3051,668,3.5295,242200,NEAR BAY
-122.09,37.69,20,4296,800,4.8036,188300,NEAR BAY
-122.15,37.74,52,2898,550,3.851,183500,NEAR BAY
-122.14,37.74,52,1071,192,4.0662,204200,NEAR BAY
