year,age,sex,maritl,race,education,wage
2004,40,1. Male,1. Never Married,1. White,2. HS Grad,99.6894637
2004,26,1. Male,1. Never Married,1. White,4. College Grad,82.6796373
2006,26,1. Male,2. Married,1. White,2. HS Grad,130.9821774
2008,47,1. Male,4. Divorced,1. White,4. College Grad,108.8745258
2007,25,1. Male,1. Never Married,2. Black,4. College Grad,54.59815003
2006,58,1. Male,2. Married,2. Black,3. Some College,309.5717713
2008,57,1. Male,2. Married,1. White,2. HS Grad,82.68239934
2003,30,1. Male,1. Never Married,1. White,1. < HS Grad,59.62864555
2007,44,1. Male,2. Married,1. White,4. College Grad,166.3249412
2009,29,1. Male,2. Married,1. White,2. HS Grad,79.85490031
2007,51,1. Male,2. Married,1. White,4. College Grad,118.8843593
2006,37,1. Male,2. Married,1. White,1. < HS Grad,92.89584479
2004,67,1. Male,2. Married,3. Asian,5. Advanced Degree,160.6424754
2009,34,1. Male,2. Married,1. White,1. < HS Grad,70.47601965
2003,50,1. Male,2. Married,1. White,5. Advanced Degree,120.5894365
2005,38,1. Male,2. Married,1. White,2. HS Grad,160.6424754
2008,55,1. Male,2. Married,1. White,4. College Grad,171.7651326
2003,27,1. Male,1. Never Married,1. White,3. Some College,120.5894365
2007,39,1. Male,2. Married,1. White,3. Some College,134.7053751
2007,54,1. Male,2. Married,1. White,3. Some College,148.4131591
2008,55,1. Male,4. Divorced,1. White,5. Advanced Degree,129.4536446
2003,49,1. Male,2. Married,2. Black,3. Some College,134.7053751
2003,42,1. Male,2. Married,1. White,1. < HS Grad,56.90553914
2005,39,1. Male,2. Married,1. White,4. College Grad,87.98103279
2003,32,1. Male,1. Never Married,1. White,2. HS Grad,68.11199407
2005,39,1. Male,2. Married,1. White,3. Some College,128.6804882
2003,50,1. Male,2. Married,1. White,5. Advanced Degree,134.7053751
2004,47,1. Male,2. Married,1. White,2. HS Grad,94.07271475
2003,40,1. Male,1. Never Married,1. White,3. Some College,87.98103279
2006,51,1. Male,1. Never Married,1. White,3. Some College,118.8843593
2009,28,1. Male,2. Married,3. Asian,3. Some College,68.74808773
2007,53,1. Male,4. Divorced,1. White,3. Some College,94.07271475
2005,54,1. Male,2. Married,1. White,3. Some College,118.8843593
2009,51,1. Male,2. Married,1. White,4. College Grad,91.69922611
2008,33,1. Male,2. Married,1. White,5. Advanced Degree,134.7053751
2008,55,1. Male,2. Married,1. White,4. College Grad,127.1157438
2003,44,1. Male,2. Married,1. White,5. Advanced Degree,100.7642728
2009,30,1. Male,2. Married,1. White,3. Some College,105.9278108
2005,40,1. Male,2. Married,3. Asian,5. Advanced Degree,87.98103279
2007,26,1. Male,2. Married,1. White,2. HS Grad,99.6894637
2006,49,1. Male,2. Married,3. Asian,4. College Grad,112.6488963
2004,43,1. Male,2. Married,1. White,5. Advanced Degree,163.515864
2004,43,1. Male,1. Never Married,2. Black,3. Some College,82.6796373
2008,44,1. Male,2. Married,1. White,2. HS Grad,79.85490031
2006,32,1. Male,1. Never Married,1. White,4. College Grad,49.55533812
2009,34,1. Male,2. Married,3. Asian,5. Advanced Degree,152.838801
2009,36,1. Male,2. Married,3. Asian,4. College Grad,148.4131591
2006,51,1. Male,2. Married,1. White,1. < HS Grad,101.4020523
2007,42,1. Male,2. Married,1. White,3. Some College,95.68881191
2003,60,1. Male,2. Married,1. White,5. Advanced Degree,118.8843593
2004,36,1. Male,2. Married,1. White,2. HS Grad,76.89360252
2006,47,1. Male,2. Married,1. White,3. Some College,118.8843593
2004,60,1. Male,2. Married,1. White,3. Some College,138.2991269
2003,22,1. Male,1. Never Married,1. White,2. HS Grad,54.59815003
2005,41,1. Male,1. Never Married,2. Black,2. HS Grad,65.11085372
2003,56,1. Male,4. Divorced,1. White,4. College Grad,109.8339856
2003,44,1. Male,2. Married,1. White,2. HS Grad,73.77574327
2005,49,1. Male,2. Married,1. White,4. College Grad,105.9278108
2006,45,1. Male,2. Married,1. White,4. College Grad,116.2653241
2003,25,1. Male,1. Never Married,1. White,3. Some College,94.07271475
2007,52,1. Male,2. Married,1. White,3. Some College,118.8843593
2003,30,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2009,29,1. Male,2. Married,1. White,2. HS Grad,104.9215065
2007,23,1. Male,2. Married,1. White,4. College Grad,79.85490031
2007,48,1. Male,4. Divorced,1. White,2. HS Grad,108.8745258
2009,44,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2003,62,1. Male,2. Married,1. White,4. College Grad,127.1157438
2006,33,1. Male,2. Married,1. White,5. Advanced Degree,151.5914842
2008,51,1. Male,2. Married,1. White,2. HS Grad,105.9278108
2006,36,1. Male,2. Married,1. White,5. Advanced Degree,200.5432623
2005,23,1. Male,2. Married,1. White,2. HS Grad,59.09706408
2003,51,1. Male,4. Divorced,1. White,2. HS Grad,68.74808773
2008,47,1. Male,2. Married,1. White,4. College Grad,176.9896505
2003,34,1. Male,1. Never Married,1. White,2. HS Grad,103.9024706
2004,34,1. Male,2. Married,1. White,2. HS Grad,82.6796373
2009,43,1. Male,2. Married,1. White,5. Advanced Degree,200.5432623
2006,43,1. Male,5. Separated,1. White,3. Some College,101.8243521
2009,40,1. Male,1. Never Married,1. White,4. College Grad,163.515864
2005,59,1. Male,2. Married,1. White,2. HS Grad,104.9215065
2008,53,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2004,32,1. Male,2. Married,1. White,2. HS Grad,104.9215065
2008,48,1. Male,2. Married,1. White,2. HS Grad,107.9039239
2008,37,1. Male,1. Never Married,1. White,5. Advanced Degree,182.020621
2006,20,1. Male,1. Never Married,2. Black,3. Some College,75.04315402
2004,32,1. Male,2. Married,1. White,2. HS Grad,61.18752643
2004,40,1. Male,1. Never Married,1. White,2. HS Grad,85.38394038
2004,48,1. Male,2. Married,1. White,3. Some College,123.8237338
2005,43,1. Male,2. Married,1. White,4. College Grad,176.9896505
2009,56,1. Male,2. Married,3. Asian,5. Advanced Degree,118.8843593
2003,55,1. Male,2. Married,1. White,5. Advanced Degree,268.266292
2008,38,1. Male,1. Never Married,1. White,2. HS Grad,89.49247952
2006,52,1. Male,2. Married,1. White,2. HS Grad,92.89584479
2003,40,1. Male,2. Married,1. White,5. Advanced Degree,127.1157438
2005,29,1. Male,2. Married,1. White,5. Advanced Degree,115.3750386
2007,45,1. Male,2. Married,1. White,4. College Grad,130.9836943
2003,39,1. Male,2. Married,3. Asian,1. < HS Grad,68.74808773
2005,50,1. Male,2. Married,1. White,4. College Grad,182.020621
2003,50,1. Male,2. Married,1. White,5. Advanced Degree,143.8085568
2004,57,1. Male,2. Married,3. Asian,5. Advanced Degree,134.7053751
2003,30,1. Male,2. Married,1. White,2. HS Grad,63.188861
2005,56,1. Male,4. Divorced,2. Black,3. Some College,75.35567932
2008,43,1. Male,2. Married,3. Asian,5. Advanced Degree,176.9906754
2004,43,1. Male,2. Married,1. White,4. College Grad,104.9215065
2005,67,1. Male,2. Married,2. Black,3. Some College,123.0896998
2005,50,1. Male,2. Married,1. White,2. HS Grad,111.7208494
2005,49,1. Male,2. Married,1. White,3. Some College,111.7208494
2004,50,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2004,59,1. Male,2. Married,2. Black,4. College Grad,144.2107612
2007,51,1. Male,2. Married,1. White,3. Some College,117.1468169
2005,39,1. Male,2. Married,1. White,2. HS Grad,78.3924668
2009,54,1. Male,2. Married,2. Black,3. Some College,99.6894637
2004,55,1. Male,2. Married,1. White,3. Some College,123.0896998
2005,45,1. Male,2. Married,1. White,3. Some College,127.1157438
2003,54,1. Male,2. Married,1. White,3. Some College,139.0034081
2008,23,1. Male,1. Never Married,1. White,2. HS Grad,127.1157438
2003,74,1. Male,3. Widowed,2. Black,4. College Grad,70.47601965
2005,52,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2005,25,1. Male,1. Never Married,1. White,2. HS Grad,70.81503862
2008,45,1. Male,1. Never Married,1. White,1. < HS Grad,70.47601965
2004,37,1. Male,2. Married,1. White,3. Some College,176.9896505
2005,55,1. Male,2. Married,1. White,3. Some College,113.5670896
2004,25,1. Male,1. Never Married,1. White,1. < HS Grad,82.6796373
2008,66,1. Male,2. Married,1. White,4. College Grad,148.4131591
2007,47,1. Male,1. Never Married,2. Black,4. College Grad,161.2224955
2005,36,1. Male,2. Married,2. Black,4. College Grad,127.1157438
2004,63,1. Male,2. Married,1. White,2. HS Grad,134.7053751
2003,44,1. Male,2. Married,1. White,4. College Grad,160.6424754
2009,37,1. Male,2. Married,1. White,5. Advanced Degree,267.9010869
2006,32,1. Male,1. Never Married,1. White,4. College Grad,104.9215065
2004,43,1. Male,2. Married,1. White,3. Some College,134.7053751
2009,37,1. Male,2. Married,1. White,4. College Grad,123.0896998
2009,26,1. Male,1. Never Married,1. White,2. HS Grad,66.96164432
2004,39,1. Male,2. Married,1. White,3. Some College,91.69922611
2008,45,1. Male,2. Married,1. White,5. Advanced Degree,160.6424754
2009,40,1. Male,1. Never Married,2. Black,4. College Grad,136.8763676
2006,51,1. Male,2. Married,1. White,5. Advanced Degree,153.4575153
2009,52,1. Male,2. Married,2. Black,2. HS Grad,61.18752643
2007,43,1. Male,2. Married,1. White,2. HS Grad,65.11085372
2005,52,1. Male,2. Married,1. White,4. College Grad,114.4757133
2005,50,1. Male,1. Never Married,1. White,5. Advanced Degree,182.020621
2005,54,1. Male,2. Married,1. White,4. College Grad,114.4757133
2004,28,1. Male,2. Married,1. White,2. HS Grad,97.49329405
2003,28,1. Male,2. Married,1. White,2. HS Grad,136.8763676
2005,26,1. Male,1. Never Married,3. Asian,4. College Grad,97.49329405
2009,45,1. Male,4. Divorced,1. White,2. HS Grad,81.28325328
2003,34,1. Male,4. Divorced,1. White,2. HS Grad,73.77574327
2006,73,1. Male,2. Married,2. Black,2. HS Grad,118.8843593
2009,31,1. Male,1. Never Married,1. White,2. HS Grad,113.5670896
2005,29,1. Male,1. Never Married,1. White,3. Some College,90.48191336
2008,40,1. Male,2. Married,1. White,5. Advanced Degree,160.6424754
2003,38,1. Male,2. Married,1. White,5. Advanced Degree,179.5280922
2004,42,1. Male,2. Married,1. White,3. Some College,147.7667762
2007,50,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2008,51,1. Male,2. Married,1. White,2. HS Grad,59.03285483
2009,40,1. Male,5. Separated,1. White,2. HS Grad,107.3160632
2008,25,1. Male,1. Never Married,1. White,4. College Grad,49.55533812
2009,47,1. Male,4. Divorced,1. White,4. College Grad,144.4780877
2009,27,1. Male,2. Married,1. White,3. Some College,81.28325328
2003,53,1. Male,4. Divorced,1. White,4. College Grad,81.63526865
2004,67,1. Male,2. Married,2. Black,1. < HS Grad,87.98103279
2008,40,1. Male,2. Married,3. Asian,4. College Grad,130.9821774
2003,44,1. Male,2. Married,2. Black,4. College Grad,87.98103279
2004,33,1. Male,1. Never Married,1. White,1. < HS Grad,81.28325328
2004,29,1. Male,1. Never Married,1. White,3. Some College,89.24288466
2003,32,1. Male,1. Never Married,1. White,5. Advanced Degree,114.1133945
2009,27,1. Male,1. Never Married,1. White,2. HS Grad,104.9215065
2003,40,1. Male,2. Married,1. White,2. HS Grad,112.6488963
2008,36,1. Male,4. Divorced,1. White,2. HS Grad,56.90553914
2003,48,1. Male,1. Never Married,2. Black,2. HS Grad,87.98103279
2004,56,1. Male,2. Married,1. White,3. Some College,118.8843593
2004,24,1. Male,2. Married,1. White,1. < HS Grad,127.1157438
2006,53,1. Male,2. Married,3. Asian,5. Advanced Degree,134.7053751
2008,34,1. Male,2. Married,1. White,2. HS Grad,107.9039239
2007,61,1. Male,2. Married,1. White,3. Some College,281.7459706
2004,38,1. Male,2. Married,1. White,2. HS Grad,48.18565022
2007,55,1. Male,3. Widowed,1. White,4. College Grad,127.1157438
2005,70,1. Male,2. Married,1. White,4. College Grad,50.35400164
2003,24,1. Male,1. Never Married,1. White,2. HS Grad,81.28325328
2006,22,1. Male,5. Separated,1. White,1. < HS Grad,75.04315402
2007,38,1. Male,4. Divorced,2. Black,4. College Grad,104.9215065
2004,29,1. Male,2. Married,1. White,3. Some College,79.85490031
2006,30,1. Male,2. Married,1. White,3. Some College,130.9821774
2007,38,1. Male,2. Married,1. White,5. Advanced Degree,171.7651326
2007,49,1. Male,5. Separated,1. White,3. Some College,97.49329405
2009,71,1. Male,2. Married,1. White,2. HS Grad,98.59934386
2005,32,1. Male,2. Married,1. White,2. HS Grad,84.04595765
2003,40,1. Male,2. Married,3. Asian,5. Advanced Degree,299.2629768
2004,32,1. Male,2. Married,1. White,2. HS Grad,70.81503862
2006,33,1. Male,1. Never Married,1. White,3. Some College,82.6796373
2003,40,1. Male,2. Married,1. White,2. HS Grad,73.77574327
2005,25,1. Male,1. Never Married,2. Black,2. HS Grad,77.49768139
2003,36,1. Male,5. Separated,2. Black,3. Some College,91.69922611
2003,46,1. Male,2. Married,1. White,2. HS Grad,141.7751723
2009,59,1. Male,2. Married,1. White,5. Advanced Degree,93.72167396
2003,49,1. Male,1. Never Married,1. White,5. Advanced Degree,143.1349408
2005,41,1. Male,2. Married,1. White,3. Some College,91.69922611
2007,42,1. Male,2. Married,3. Asian,5. Advanced Degree,130.9821774
2009,59,1. Male,2. Married,2. Black,3. Some College,87.98103279
2004,27,1. Male,1. Never Married,1. White,1. < HS Grad,76.4884434
2006,30,1. Male,2. Married,1. White,2. HS Grad,71.68674367
2005,54,1. Male,2. Married,2. Black,2. HS Grad,87.98103279
2005,31,1. Male,1. Never Married,1. White,5. Advanced Degree,80.57319971
2007,34,1. Male,2. Married,1. White,5. Advanced Degree,163.515864
2007,47,1. Male,2. Married,1. White,2. HS Grad,107.9039239
2003,40,1. Male,2. Married,1. White,5. Advanced Degree,133.2323508
2007,29,1. Male,1. Never Married,1. White,2. HS Grad,73.77574327
2003,58,1. Male,2. Married,1. White,1. < HS Grad,87.98103279
2006,41,1. Male,2. Married,1. White,2. HS Grad,119.0133452
2004,56,1. Male,2. Married,1. White,2. HS Grad,102.1270009
2008,52,1. Male,2. Married,1. White,2. HS Grad,136.8763676
2003,53,1. Male,2. Married,1. White,3. Some College,118.8843593
2003,37,1. Male,4. Divorced,1. White,2. HS Grad,65.11085372
2009,30,1. Male,1. Never Married,2. Black,3. Some College,94.07271475
2004,35,1. Male,2. Married,1. White,2. HS Grad,138.2991269
2006,40,1. Male,2. Married,1. White,4. College Grad,118.8843593
2007,54,1. Male,2. Married,3. Asian,2. HS Grad,79.85490031
2007,22,1. Male,1. Never Married,3. Asian,4. College Grad,63.188861
2005,37,1. Male,2. Married,1. White,5. Advanced Degree,134.7053751
2005,39,1. Male,2. Married,1. White,2. HS Grad,295.99125
2009,62,1. Male,2. Married,1. White,2. HS Grad,109.8339856
2007,47,1. Male,2. Married,1. White,3. Some College,104.9215065
2003,51,1. Male,2. Married,1. White,5. Advanced Degree,148.4131591
2006,47,1. Male,4. Divorced,1. White,2. HS Grad,99.6894637
2003,28,1. Male,1. Never Married,1. White,4. College Grad,118.8843593
2005,65,1. Male,2. Married,1. White,2. HS Grad,95.68881191
2005,42,1. Male,2. Married,1. White,2. HS Grad,114.4757133
2007,58,1. Male,2. Married,1. White,2. HS Grad,104.9215065
2007,32,1. Male,2. Married,1. White,3. Some College,101.8243521
2003,34,1. Male,2. Married,1. White,5. Advanced Degree,146.4628385
2007,49,1. Male,2. Married,1. White,2. HS Grad,79.85490031
2008,39,1. Male,2. Married,1. White,5. Advanced Degree,145.1436012
2008,44,1. Male,2. Married,1. White,4. College Grad,76.40585107
2009,38,1. Male,1. Never Married,1. White,3. Some College,84.04595765
2008,48,1. Male,2. Married,1. White,5. Advanced Degree,115.3750386
2006,47,1. Male,2. Married,1. White,2. HS Grad,105.9278108
2009,40,1. Male,2. Married,4. Other,1. < HS Grad,72.15045568
2005,27,1. Male,5. Separated,1. White,1. < HS Grad,79.85490031
2004,42,1. Male,2. Married,1. White,4. College Grad,103.9024706
2004,30,1. Male,4. Divorced,1. White,2. HS Grad,88.99237719
2007,31,1. Male,2. Married,1. White,5. Advanced Degree,99.6894637
2007,29,1. Male,2. Married,1. White,4. College Grad,112.6488963
2006,53,1. Male,4. Divorced,1. White,5. Advanced Degree,138.2991269
2009,37,1. Male,2. Married,1. White,1. < HS Grad,68.74808773
2007,48,1. Male,2. Married,1. White,3. Some College,109.31532
2009,56,1. Male,4. Divorced,1. White,5. Advanced Degree,148.4131591
2003,44,1. Male,2. Married,1. White,3. Some College,99.6894637
2004,63,1. Male,2. Married,1. White,4. College Grad,118.0197533
2003,25,1. Male,2. Married,1. White,4. College Grad,65.11085372
2003,31,1. Male,2. Married,1. White,4. College Grad,94.07271475
2003,51,1. Male,2. Married,1. White,2. HS Grad,98.59934386
2007,25,1. Male,1. Never Married,1. White,2. HS Grad,87.98103279
2007,50,1. Male,2. Married,1. White,3. Some College,99.6894637
2006,34,1. Male,2. Married,1. White,2. HS Grad,108.8745258
2004,20,1. Male,1. Never Married,1. White,3. Some College,82.6796373
2007,30,1. Male,1. Never Married,1. White,2. HS Grad,89.49247952
2009,40,1. Male,2. Married,1. White,3. Some College,97.49329405
2006,34,1. Male,2. Married,1. White,2. HS Grad,56.90553914
2004,57,1. Male,2. Married,1. White,2. HS Grad,65.11085372
2007,42,1. Male,2. Married,2. Black,2. HS Grad,89.49247952
2003,30,1. Male,1. Never Married,1. White,3. Some College,84.04595765
2003,37,1. Male,1. Never Married,1. White,3. Some College,94.07271475
2008,50,1. Male,2. Married,2. Black,2. HS Grad,85.38394038
2009,26,1. Male,1. Never Married,1. White,3. Some College,78.3924668
2007,59,1. Male,2. Married,3. Asian,2. HS Grad,160.409702
2003,29,1. Male,1. Never Married,4. Other,3. Some College,132.8607653
2009,22,1. Male,1. Never Married,1. White,2. HS Grad,87.98103279
2005,54,1. Male,2. Married,1. White,2. HS Grad,158.1736623
2003,46,1. Male,2. Married,2. Black,2. HS Grad,118.8843593
2008,51,1. Male,2. Married,1. White,2. HS Grad,101.4020523
2006,35,1. Male,1. Never Married,1. White,3. Some College,59.09706408
2007,49,1. Male,2. Married,1. White,2. HS Grad,85.38394038
2003,53,1. Male,2. Married,1. White,2. HS Grad,87.98103279
2009,61,1. Male,2. Married,1. White,3. Some College,160.6424754
2007,40,1. Male,2. Married,2. Black,1. < HS Grad,70.47601965
2003,52,1. Male,2. Married,1. White,1. < HS Grad,47.74778451
2005,40,1. Male,2. Married,1. White,4. College Grad,130.9821774
2003,56,1. Male,2. Married,1. White,1. < HS Grad,85.38394038
